label,tweet
love,yg romantis bikin gemash dan degdegann kkk pokoknya bikin senyum dan bikin aku pingin kiss attack  cowo romantis ada saja hal yang bakal dia lakuin buat patnernya aiguuuu fav banget laki yang begitu
happy,lantunan dawai indah diri  isi gegap gempita orkestra kehidupan  berikan nada merdu pagelaran kehidupan yang ceria  semoga kesehatan selalu isi indahnya alunan nada  ntarkan lagu sukses di panggung kebahagiaan kehidupan selamat milad oom    barakallahu fii umriik
love,disayangi oleh insan yang kita sayang itu satu kebahagiaan   tapi dihormati oleh insan yang kita sayang itu lebih bermakna   tiada guna kalau sayang tapi tiada hormatnya  
happy,apa yang allah berikan adalah yang terbaik untuk kita        jika apa yang kita minta tidak sesuai dengan yang allah kasih      jangan bersedih    lapangkan dada ikhlaskan hati   
fear, askmf  jadi aku ini punya ganglion ditangan dekat banget urat nadi   awalnya aku kira tulang kegeser eh pas cari tau digugel itu tumor ganglion  aku jadi takut  ada yang pernah seperti gini tidak  mau tanya dong  
sadness,   tolong kab bekasi dibenahi tata kelola jalan rayanya  daerah yang nota bene kecil kecelakaan yang merenggunt nyawa tetangga  kani setiap hari terjadi  dari jalan rusak dan proyek yang merusak jalan    
happy,misi mas numpang ngamen  kau membuatku merasakan indahnya jatuh cinta indahnya dicintai saat kau jadi milikku makasih   kalau gapunya receh pake cinta juga gapapa mas      
love,ternyata  kau  adalah alasan mengapa aku rela begadang  hingga rehat larut malam  meski mata mulai berproses membentuk lingkaran hitam  ia sama sekali tidak kupedulikan  mungkin rinduku terlalu dalam atau kau yang memang hobby ketiduran  menjengkelkan  tapi aku sayang 
anger,kelakuanmu itu mencerminkan kelakuan pasanganmu nanti  kalau nyebelin ya siap saja punya pasangan yang nyebelin juga   teman q ini kenapa sih  ada apa 
sadness,mudik kali ini bawaan lumayan banyak  karena banyak baju yang dulu beli di cirebon harus dibawa pulang karena sekarang udah tidak muat di badan  lol
sadness,kebutuan menjelang hari lebaran semakin mendesak apa pun segalanya harus di bli sementara harga sembako dan pakean semua nya serba ganti bandrol harga ya semoga di beri kesabaran hati jangan kt terburu oleh hawa napsu setan yang tidak bertanggung jawab
sadness,siang tadi merasa bodoh ingin ke sebuah cafe yang mana tempatnya sehari hari aku lewatin kalau mau pulang sore pun begitu ingin ke museum macan  kirain mah jauh  selemparan kolor dari kantor dan kostan pacar  hahaha ku merasa dodonk 
love,cinta datang tanpa di rencanakan cinta datang begitu saja tidak pernah ada waktu dan tempat untuk cinta sejati semuanya terjadi tnp sengaja  dalam satu detak jantung dalam satu irama tapi bisa menghasilkan moment yang penuh arti     
anger,   sistem ppdb saat pilihan sekolah pilihan sudah benar seperti di dki  dijabar kenapa pilihan tlg seragamkan diseluruh propinsi  jalur prestasi buktikan dengan terdaftar dinas kependidikan  harus ada barkot di setiap piagam  bila bohong lgs terblok
fear,kenapa ya lagi parnoan  aku sudah gede  masih saja halu halu takut sitin gitu  kebayang bayang  tadi beraniin ke kemarin mandi dalam keadaan aku lagi halangan sambil bayangin si serem  ada bunyi aku asli lemes sampai merinding banget padahal bukan yang aneh aneh dan lngsng ngibrit
love,tahukah kamu bahwa pada saat itu papa merasa gagal membuat anaknya tersenyum  saat kamu diwisuda sebagai seorang sarjana papa adalah orang pertama yang berdiri dan memberi tepuk tangan untukmu 
anger,                        zon jangan lihat bajunya saja sekali sekali pegang burungnya liar atau jinak    
love,kekuatan cinta kita takkan pernah rapuh  terhapus ruang dan waktu  kupercayakan kesetiaan ini padamu sayang
happy,morningside   fazerdaze    lagunya begitu enaq didengerin pas halodo alias summer jam  pagi sambil sepedaan  enak didengerin pas mood lagi bagusnya   bikin semangats  aku suka lucky girl  little uneasy  misread  jennifer sama bedroom talks   
anger,      malam ini kok sinyal koneksi internya jelek sekali ya  notif si mifi berwarna merah terus    adapakah   
happy,aku habis nonton  dan seru  heningnya bikin ketegangan meningkat  bahkan di beberapa momen aku sampai tutup mulut dan tidak bersuara  endingnya bodoamat yaa udah pada ke  aku masih di sini wk  oya  saran nih mbake  bikin rumah dekat aer teejun wae lah
love,waktu kita ngerasa hidup udah enak  jadi agak jauh dari allah  allah kasih kita ujian  ngebuat kita ingat allah lagi  ingin dekeeeet lagi  fix keliatan allah sayang kamu  dia tegur saat hambanya mulai jauh  walau tau dosa hambanya udah penuh 
anger,harus beburu cari provider baru  mifi baru     udah seperti siput jaringannya  setiap jam  malem pasti gangguan  suruh tunggu  jam kedepan  ehhh aisia kuota peuting ainggg gunana naonnnnnnn
love,   hyunmin dooong   mereka itu racun banget ke gueee  kapal yang paling tulus  kapal yang paling romantis bagi aku  moment kecil yang mereka buat saja udah bikin gonjang ganjing bodo amat disindir sindir kapal lain wqwqwq  aku sayang kapal ini t
fear,   tapi karena pengalamanku yang minim takut orang udah tidak percaya duluan  udah semester atas  terus pas oprec kan biasanya yang wawancara udah anak   angkata bawah  suka minder gitu    waah ya udah sekalian mutualan yuu aku butuh positive people sep
fear,    takut dosa  serius  sebenarnya aku tu ingin kaya temen aku yang menel sama pacar nya  ini itu  tapi aku lebih takut akn dosa  dosa aku saja pas sendiri gini banyak  apalagi kalau punya dia yang tidak punya ikatan apa
love,akumencintaimu karena disisimu  sepiku hilang  di sampingmu  aku terjaga  dan bersamamu aku bahagia 
fear,selama ini tidak sedikit orang yang ngasih tau saya berobat di sana di sana  dipijet di sini di sini  tapi saran tsb cm saya iyain saja  bukannya tidak mau berusaha  takut cuy  orang yang mijet bukan orang medis  tidak ngerti anatomi  pernah akupuntur sekali  itupun sama dokter  dan udah sekali aja
anger,saya makin dalam mengenalnya  paham sisi lainnya yang kasar  brengsek  tidak punya hati  suka memanfaatkan orang  egois  joke ing  mesum dan masih banyak sisi buruk lainnya  ya   di seorang phsyco yang tidak terduga 
fear,di logika saja gini  sebelumnya aku dan temen aku tidak pernah dekat kamar itu tidak sampai ini setan nongol anjir  gara si abang jadi nongol itu setan  aku takut 
happy,ketika malam minggu tidak lagi menakutkan  balet asyik bersama orang hebat 
happy,semoga allah terus memberikan ridho dan berkahnya buat kami  agar pernikahan ini bisa lebih dari sekedar menggenapkan separuh agama  tapi juga jadi dakwah buat banyak orang 
anger,ini lagi bapak kos pelitnya setengah meninggal  meja tidak pernah dipake nongkrong saja diminta lagi  yaelah pak  ngerti dikit ngapah kita duit pas pasan  
happy,senang bisa menimba ilmu dari guru besar  semoga suatu saat bisa seperti mereka  thanks prof  bennya and prof  teddy
sadness,ada saat kita akan kembali pulang lalu meninggalkan semuanya kemudian melupakan segalanya  dan       hawa hawanya sepertinya sudah mulai terasa   freet freet kamfreett  nada pesan berbunyi  ada sms masuk
sadness,benarkah ini sudah waktu pagi hanya semilir angin bercampur embun yang kurasakan  langit langit masih hitam dan tidak membiru  cahaya mentari tidak jua tiba di ufuk timur 
fear,gila takut banget aku kaget gitu aku sampai loncat larinya kaget bat  hufh tapi abis diluar aku minta temenin satpam  satpam nanya kenapa emang  aku bilang pintunya tidak bisa dikunci  alesan doang aku takut kalau ngomogin langsung soalnya gais  hufh   end 
fear,pusing qlo gini pilih yang mana qlo gini  at pt airmas asri 
sadness,hallo    mohon dibantu ya saya sudah menyerah dengan pengaduan saya di kantor cabang sabang jakarta pusat  saya lapor tanggal  mei  dimana masalahnya adalah ketika tarik tunai rekening terdebet tapi uang tidak keluar katanya  hari kerja tapi sampai sekarang nihil
love,saat tadi  sejoli menyepakati berucap ikrar untuk sehidup semati  di hadapan keluarga dan orang tersayang tanpa merubah apa yang mereka yakini masing masing kepada sang maha cinta  dan di tempat lain akhirnya sepasang manusia kembali bersatu di dalam pelukan nya 
sadness,ketika orangtua udah bilang   nak  besok kalau beli baju jangan kaos pendek gitu lagi  beli baju yang bagus yang bisa buat jamiyahan dirumah 
fear,bangun tidur banget cek handphone dapet pergantian schedule kalau besok harus tugas terbang ke china  langsung meleeekk  huaaa kok baru ini aku takut mau tugas terbang
fear,deg degan sebenernya  pertama lagi harus terjun ke kelas yang jenjangnya lebih tinggi dari sebelumnya  apalgi untuk sekolah yang dulu smpt di takutin karena siswanyaaa    takut  iya  tapi tidak ada jalan kembali 
sadness,harus berapa ribu kosa kata yang saya hafal  agar lancar membaca jurnal ini  semoga terbiasa karena biasa  setidaknya pernah berusaha untuk ada disni
love,   mencintai jaewon bisa  menyayangi jaewon bisa  jadi bucin jaewon bisa  jadi istri yang baik buat jaewon bisa  request saja maunya apa
happy,beberapa orang tetap bisa menikmati hidup walaupun belum di pertemukan dengan pasangan  karena ia memiliki sahabat dan banyak teman    dari orang terdekatnya  ia tidak pernah merasa kekurangan kasih sayang
sadness,balik ke rumah badan jadi melar lagi coba saja dikosan  makan buah buat buka saja juga udah cukup  percuma deh nurunin berat badan di perantauan  baliknya nimbun lemak lagi 
happy,   pasti banyak yang belum baca manganya dan merasa kalau ini remake amrik seperti powerrmarah  cuih  yang baru rilis kemarin  padahal manganya mantap bro  dan emang sejujurnya semacam thor dipakein baju ironman
anger,gw ngga melihat ada yang salah dengan apa yang dilakukan via valen  kalau dia tersinggung dan diumbar ya suka suka dia  kalau dia selo dan bodo amat  ya suka suka dia juga  u juga kalau dapat chat driver ojol tidak sopan juga merasa entitled kan buat ngamuk disini wkwk 
fear,sama kaaak  pas lihat ibu bumn auranya agak bedaa jadi takut ke depannya bagaimana  semoga yang jahat segera lenyap dan banyak muncul tokoh yang bener berjuang buat negara
fear,ingat  hepatitis berpotensi timbulkan dampak morbiditas dan mortalitas  termasuk penyakit kronis dan silent killer  serem  kan    
happy,iya semoga itu karya terbaik mu adalah skripsi mu dan lucuan mu tapi harapan aku dari kamu adalah kesembuhanmu nold
love,ketika ditanya alasan mengapa aku mencintai dia  aku tidak pernah bisa menjawab  aku digerakkan oleh cinta tuk mencintai dia  bukan aku yang menggerakkan cinta  cintalah yang menyatukan aku dan dia  bukan aku yang menyatukan cinta dengan dirinya 
happy,produce  versi indonesia pelatih dance   agnes monica  bisma smash  cinta laura vocal   bertha  mas anang  bunda maya rap   younglex  soimah mc   irfan hakim  gilang  ramzi  ayu dewi excited neh aku wkwkkwkwk
love,katakan rindu padaku katakan cinta padaku bila memang masih ada perasaan itu akan ku sambut dengan pelukan mesra untukmu jika kamu mau kembali menjadi kekasihku
sadness,ternyata akumasih terjebak di ujian yang sama  ujian merindukanmu yang bukan siapa  kerinduan yang menguji karena tidak bisa bertindak apa  perlu kau tau  dalam hal ini  yang ku maksud kamu  cukup menguras hati
anger,orang orang bilang sih yaelah jalanin saja tidak usah dibawa tegang gitu  ya karena orang itu banyak tipe  berbeda beda  aku tau tipe diri aku ini seperti apa  orangnya gampang setres maksimal  jadiiii  mendingan kita cegah dari pada mengobati  usaha saja doloe
happy, juli  selamat datang di palembang antho morgante  afs belgia   dan lucia montini  afs italia  senang akhirnya bertemu kalian        welcome to palembang
love,nyampe rumah alhamdulillah teryata bapak suami udah masak capcay dan bihun goreng sebelum berangkat kerja tadi pagi  seperti gini nih yang bikin selalu cinta
anger,   maaf pak saya rasa kita hrus punya etika dalam mengutarakan pendapat  aplgi bila anda suka berdakwah dan orang yang berpendidikan   berbeda itu hal yang biasa     
anger,menyakiti diri sendiri misalnya ngetik  mas kangen  dijawabnya emot ngakak doang    menit kemudian di check msih online tapi ya tidak ada kelanjutan     ky di hantam pentir  ya mending diem bae
love,terlalu cinta  anggaplah begitu  semua wujud yang sempat hidup disini begitu aku cintai  begitu aku sayangi  mencoba melindungi jalan kisah mereka  aku belajar banyak  mengenai keputusan  ketegasan  rasa sungkan  kenyamanan  pertemanan  kasih sayang  serta kebaikan 
anger,bagus tindakan yang sangat hebat    sebentar lagi tunjangan hakim jaksa dan pensiunan naik   yang wiraswasta silahkan gigit jari hamburkan utang duit to nyari dukungan  jokowi  tunjangan kinerja tni polri naik  persen  cair juli   
happy,karena makan bersama sambil berbincang dengan orang  tersayang itu terasa nikmat by me taichangoreng 
anger,mngkin wajar kalau ada orang islam agak kesel denger cewek  berbusana minim   agak tengil  ngomong pake bhs arab  karena bhs tsb bhs yang cukup sakral buat orang islam  tapi tidak bisa dipungkiri kalau orang arab tidak smuanya taat  jadi wajar dia punya tabiat gitu dengan bhs arabnya  
anger,tp sih tetap salah juga si cowoknya sih la itu bilang mau dijanjiin nikah kan jadi mungkin y mbaknya tidak mikir panjang sama suka yaudah gitu sudah gitu bawa mslh virgin pula tidak berdarah gitu padahal untuk bbrp cewek tidak semua sekali gitu langsung berdarah lho aku dl
anger,hah   ini bener ya   kalau bener  astagfirullah   masya allah   naudzubillahminzaliq     partai islam   partai allah  kelakuannya   setaaan       
sadness,krna dia dulu penyanyi dangdut yang masih pake baju seksi pas manggung ya harus trima saja kalau ada yang chat kaya mas pesepak bola    ya cma cara penyampaiannya diputer puter saja  pokoknya pia palen paling salah pokokmen 
fear,trs pas sudah sampai staisun nya lagi nih  beliau marah dong karena aku pake gopay  yha bagaimana yak  suka aku atuhlah ya maw payment via apa  karena aku takut  aku langsung kabur saja  msk ke stasiun nya 
sadness,punya beberapa kaos gildan  cenderung lebih cepat buluk dan jahitan rantainya ada yang copot gitu  karena produksinya massal jadi qcnya sedikit kurang sepertinya  sayang kan kalau design bagusnya tidak dibarengin kualitas kaosnya juga 
fear,dilema  mau testing prod version  di prod environment  mesti downtime karena kalau kagak takut ganggu operasional aplikasi eksisting yang masih jalan  selain itu juga bikin data kotor 
sadness,keinget dulu ngejar pak aje sampai ke annex  belain toefl di jkt  tanpa persiapan samsek   ngirim hasil toefl ke bandung lagi  ngumpulin berkas ini itu dll dll
sadness,alamak  kehebohan tiap malam dengan dua eyang ini  ingin gadengerin tapi kenceng semua suara   suara sinetron vol up  dan akhirnya apal jadwal sinetron sctv rcti dari sore sampai malem jam  pencapaian 
sadness,ku inget ayahku yang berpulang hampir bulan lalu  kalau ada kesempatan sekali lagi rasanya aku tidak mau ada yang waktu yang kebuang brsama ayah 
happy,the best of  dongeng sebelum tidur  mksh teh  me purple you  gbu  mksh dah bikin kobam dan baper malem  mksh sudah bikin aku cinta lagi sama couple ini disaat aku dah mau move on  mksh dh bikin keinginan punya pacarku muncul lagi  makasih  may allah always bless you  amin       
happy,sekarang saya tidak bisa lagi menggantungkan sesuatu ke orang lain  saya berusaha mengenal dan mencukupi apa yang saya butuhkan sendiri  sandaran saya hanya allah dan orang tua  tapi saya selalu yakin kelak akan ada orang yang mampu mengisi zona yang lebih baru 
fear,selalu menyimpan pemikiran kekhawatiran hanya pada diri sendiri karena takut semua orang nampak baik saja  hingga lupa rasanya berkawan itu melegakan
fear,parno sendiri kalau buka video di twitter  kemarin malem ngelempar hape gegara awal video gambar nissa sabyan  pas akhirnya malah hantu yang keluar hhh
love,inti dari thread ini sebenernya adalah mau ngucapin selamat tanggal  yang ke  buat kamu yang udah mau berbagi rasa sayang dan selalu sabar ngadepin saya  dan saya baru nyadar ternyata kamu juga termasuk kado natal yang saya minta dari tuhan dulu       
happy,hidup ini adalah petualangan  ali  semua orang memiliki petualangannya masing masing  maka jadilah seorang petualang yang melakukan hal terbaik     ayah ali  matahari   
anger,   napa ya kebanyakan orang kalau tidak dibales atau late rep pasti nanya  udah punya pacar ya    udah taken y   elah pacar mulu di otaknya sbl w
sadness,lagi marak isu sexual harassment mulai dari gitasav sampai via  katanya kita tidak bisa diem jadi harus speakup biar masyarakat aware dan peduli  menurutkuuu  apa yang dilakukan via itu bukan speakup tapi lebih ke  mempermalukan  
love,yang  kangen kamu ingin meluk kamu ingin berduaan sama kamu lagi aku tunggu kok sampai kamu balik love u sayang       
fear, mau browsing saja harus pake paketan internet yang kuotanya  mb per hari dengan sinyal maksimum edge  itu pun di hantui rasa khawatir kelewatan batas kuota nanti pulsa reguler takut kesedot 
fear,pertama kali lihat secara langsung penampakan di tempat ini  tidak akan pernah lupa seumur hidup  ternyata   sejarahnya memang mengerikan  tidak heran orang yang tidak pernah lihat sebelumnya kaya akupun bisa lihat  cobain deh kesana gih  
sadness,ikhlas yaa    iyaa buk  jawaban itu yang keluar dari mulut kami pada saat itu  walau samar  namun masih terdengar  kami kembali ke kamar kami untuk kemudian diam dalam pikiran masing masing 
fear,menurut ferry julianto foto spt ini menjadikan jokowi was foto ini malah memalukan masa iya petinggi dan ketua partai jadi jongos ormas 
fear, askmf  serius nanya  kucing kalau bangun jamberapa ya  aku ngambil anak kucing di jalan terus aku umpetin di bawah kolong kursi  karena takut ketauan bunda  takutnya besok pagi bunda bangun dan malah buang anak kucingnya
love,my baby    baik baik baik baik baik anak mamih yang cantik   jangan jam engkau tinggalkan mamih ya sayang   mamih bisa kering tanpamu   love you rien ku sayang
anger,pantas saja jalan pada ditutup ada syuting di prj
sadness,akibat jika nda ada uangmu yang tidak nampak orangpun cuek dan pura nda kenal  jangankan manusia    iblispun nda mau lihat kamu    dan kebanyakan sifat manusia melebihi iblis  serakah dan rakus  jadi selalu lah diam dan tenang agar tidak dinilai dengan uang  
fear,pas ngerjain thesis hampir tiap hari tertekan  sampai sekarang masih suka gelisah gitu kalau malam sebelum tidur sama bangun tidur  kaya ada rasa takut aku lupa melakukan suatu hal atau kelewatan suatu hal  sampai pagi gini kadang jadi tidak bisa tidur  
sadness,tau dia di rs ku ucap lekas sehat mas omong-omong ku canggung chat sama laki laki yang lebih tua    hari setelah itu dapat kabar kalau si mas masuk iccu  ku agak kaget tau kabar beritanya yang mendadak drop begitu  
happy,kenapa ya kalau ngeliat orang lain ngelakuin tu serem  tapi kalau ngelakuin sendiri berani  kalau udah ngeliat pasien tuh seperti jadi bisa ngelakuin apa saja buat mereka gitu  
anger,ada yang bisa memberi klarifikasi  dimana  mesjid yang digusur            kissfmmedan   
love,happy anniversary  bulan ya sayang  semoga allah swt mengasih kita rezeki yang banyak biar kita bisa cepat naik ke pelaminan   menjadi keluarga sakinah mawadah warohmah 
fear,saking takutnya sakit yang macam macam  selalu berusaha menghindari konflik dan mencari ketenangan  tapi sulit sekali ya  saya jadi takut    
love,jenniku yang sanagat cantik nan menggemaskan seperti bayi aku sayang banget sama kamuuu  ps imutan bayi kita nanti    
fear,setelah dipikir pikir  bener juga sih  kan ada google maps ya  hnnggg tapi tidak gitu maksudku  ini kan ke desa ya  kan takut nyasar terus aku hilang gimana 
anger,negara lain mikirin gimana caranya mengembangkan kehidupan di jagat raya yang luas ini  orang ini mikirin yang beginian  hanya menghabiskan energi dan tenaga  terbuang sia waktu  pantes negara ini ngk maju kalau ngeladeni yang kaya gini    
sadness,kita ngga bisa mengatur otak orang  menjaga hati orang  disaat ada yang berniat menghasut orang untuk membenci kita  dan berhasil  ya sudah  terima saja kalau yang terhasut ngga layak untuk lebih lama jadi teman
sadness,tiap minta perawatan sama mama suka dibilangin macem gitu yang nanti ketergantungan lah yang banyak bahan kimia nya lah jdnya dia suka bikinin masker yang bener alami dari bengkoang plain yoghurt kadang strawberry tapi ya gitu efeknya lama ceu
fear,maka yang dilakukan papa adalah dudum diruang tamu  dan menunggumu pulang dengan hati yang sangat khawatir dan setelah perasaab khawatir itu berlarut larut  ketika melihat putri kecilnya pulang larut malah hati papa akan mengeras dan papa memarahimu 
anger,soal mahar itu urusan partai bapak jangan bawa islam pak    islam itu agama yang indah dan cinta damai  partai bapak cari mahar  
fear,pernah dulu pas pulang ke banyuwangi bisnya serem seperti gini  dan asli tidak bisa merem sama sekali  karena takut kalau sewaktu waktu nabrak   
love,menurutmu apakah ketika seseorang selalu muncul dipikiran kita dan selalu terbayang dipikiran kita serta selalu kita bicarakan dan tulis dibuku diary adalah seseorang yang sudah membuat kita jatuh cinta  iyaaa bisa jadi   
love,ketika tau bahwa cintanya yang luar biasa dibalas oleh yang dicintainya  pesona wanita lain hanya terlihat abu di matanya  ketika tau bahwa sayangnya yang luar biasa dibalas oleh yang disayanginya  hanya dengan senyuman tulus dia bisa jatuh cinta lagi kepada yang empunya senyum 
anger,anjir fitnah tuh  
happy,untungnya suda menemukan cowok yang sayang banget sama aku dengan apa adanya aku segala baik bobrokku  yang lebih banyak kurangnya gini   tidak bisa ngungkapin apa lagi selain bersyukur bersyukur dan bersyukur
fear,tapi kalau ditelisik lagi   ya anjir harus siap ini itu bebet bobot bibit apanyalah kan sulit  lulus kuliah aje beloman mikirin gituan   terlalu visioner bung
love,kemana cinta pergi  cinta yang bertindak bagai jantung sebuah hubungan  memberi denyut sehingga hubungan itu dapat hidup hingga detik ini    aditia yudis
love,kehidupan terindah dan membahagiakan di mana allah membuat kita selalu dalam cinta nya dan di mana masih ada orangtua yang kita cintai  selamat hari anak nasional  terus berusaha untuk menjadi seorang anak yang dapat membahagiakan orangtua  agama  bangsa dan negara azure
happy,sekarang qu mengerti  dulu waktu kuliah dipaksa lembur begadang demi tugas itu semata buat nyiapin elu lembur begadang seperti quda demi kerjaan kelar on time  ok  lesson learned honey
happy,terkadang untuk mendapatkan hal hal tertentu  tidak membutuhkan persetujuan dari pihak manapun   bismillahirrahmanirrahim    
anger,   sudah bikin  cuman buat masuk ke my indihome saya  berbeda dan tidak ada tagihan nya gimana solusinya ini akun saya penceng gmail com
sadness,jangan pernah membohongi mereka yang mempercayai kamu  sebaliknya jangan percaya kepada mereka yang berbohong ke kamu    pertanyaannya  kalau aku lugu gimana dong  kak  aku tidak tahu dia bohong apa enggak  
love,  tante kiref tante aktif jugaa  aku sering lihat tante muncul di grup  sering ngasih kita makan  perhatian dong sudah pasti  semangat terus ya tante  sehat terus  aku sayang tante 
anger,makanya aku paham kenapa mbak via vallen marah banget ketika dapet dm gitu  dan kenapa malah dibully     cewek lagi yang bully  apa mereka kalau dapet dm seperti gitu dianggep sebuah pujian kali ya soalnya kalau dia digoda berarti dia menarique   ew 
love,tersulah seperti itu  yang ku mau darimu saat ini kau berkata jujur saja tentang cinta yang sengaja kau bungkus dengan amarah  bukankah kau telah berhasil mengalahkanku saat pertama kali aku jatuh cinta pada senyummu itu  terakhir  izinkan aku meminjamnya sekali lagi   
sadness,innalillahi wa inna ilaihi raji un  mohon doanya temen  ayahnya    barusan saja meninggal  semoga diampuni segala dosanya dan keluarganya di beri keikhlasan dan kekuatan  amin yaa rabbalallaamiin 
fear,ayahku mau ke bali dan tadi aku kabarin ttg ini  terus ayah bilang  kalau ayah wafat doain ya  blabla  sumpah aku jadi takut banget sama yang namanya meninggal  
fear,dilema banget anjir mau kentut tapi takut yang keluar gakcuma gas  mau boker tapi tidak mules
love, karena manusia tadi saya belajar apa yang ia sukai  saya belajar menjadi gamer s  hacking  psycologhy  tricky  memperdalam anime  menggambar  it  ect  bukan cuma itu  saya merubah sikap  derjat serta gaya berpakaian saya di sekolah 
anger,memilih pemimpin yang ideal dalam islam adalah pemimpin yang justru tidak mau di tunjuk untuk memimpin  la sekarang  malah nunjuk hidung diri  sendiri pada ndaftar calon   apa udu wong gemblung arane
sadness,kamu     ah aku benci semuanya     
love,halo sayang  siang yaaa   semangat kerjanya  jangan lupa makan makanan yang udah aku bawain  kalau cape istirahat saja dulu sebentar baru lanjut kerja lagi  me love you so much 
love,   centil  rempong abis  gatau malu  cerewet parah  temen usil  koki terbaik sepanjang masa  yang paling sayang sama aku  yang bela belain nganter kesana kemari  dan    hal lain yang tidak bisa diungkapkan dengan kata kata wkwk
love,kasih sayang yang ibu berikan bukanlah harta yang melimpah  bukan pula rumah yang mewah  namun hanya doa tulus dari hati agar senyummu tetap merona sepanjang hidup yang kau jalani  nak      
sadness,diyana sakid hati  ia menggerogoti pensil untuk menghilangkan kesedihannha 
sadness,jadi certnya kmren pas ibdah ada kesaksian sii ibu sudah berkali di selingkuhi sama suaminya  dan si ibu tetap sabar   awlnya saya pkir bodo amat ya dislngkuhin berkali tetap diam  
love,risha sayang mas  imbuhnya  kemudian mendaratkan kecupan singkat di atas bibir arsya  dan setelah menarik diri  arisha mengulum senyum dan buru buru bersiap untuk pergi
happy,pak    sudah di pastikan akan terpilih kembali di pilpres     pesaing nya saat ini hanya proses demokrasi saja agar dapat berjalan dengan baik pede bures
happy,go seung jae sama song hyeri kapan jadiannya nih aku nungguin penasaran juga sama ending hubungan mereka huhu padahal seung jae munculnya cuma bentaran doang tapi berhasil merebut atensiku dari mas choi myeong ho yang ganteng
fear,ini mba  sekarang orang lagi hobi bongkar twitt lama     aku kadang sampai takut speakup cuman karena kepikiran  adakah twitt aku dulu   brppun itu ada yang smpt nyinggung orang   
happy,saat itulah aku menyadari kekuatan emak dalam mendoakan anaknya  dia emang ingin salah satu anaknya diranah kesehatan  mungkin doa aku lebih manjur drpd beliau jadi aku keterima di ekonomi dan meninggalkan poltekkes bekos gabetah for some reasons
fear,sobatkenthel di duren sawit bilang bikin saja indomie sante saja tapi lalu saya dengan bodohnya scroll timeline dan menemukan foto pocong dan suzanna yang membuat saya takut ke dapur       
sadness, di bulan ramadhan  semoga otak aku nyantol sama permendikbud dkk  kurtilas ih kurtilas  ternyata seperti ini    
happy,dengan berbeda suku  dan agama marilah kita jaga persatuan persaudaraan kita jangan sampai adanya pemilihan presiden dan bupati kita terpecah belah  jangan sampai karena itu kita tidak saling menyapa  kita harus tetap bersatu padu         
sadness,watch this  ini yang sulit aku bahasakan ke tman pergerakan  inti nya  pandang cadar sebagai pilihan  terlepas dia cocok dengan budaya kita atau tidak  karena kita muslim ah   ini   toleransi    
love,tatkala semesta menciut menjadi sesosok makhluk  tatkala sesosok makhluk meluas bahkan sampai menjangkau tuhan  maka itulah cinta 
happy,kalian kerja qeras bagay quda banget yaa buat kambek kali ini t t baiklah  besok streaming melon ama mv nya lebih semangaaatttzzzsss yaaaaa                   
happy,happy wedding elizasekar semoga langgeng sampai kakek nenek         
fear,aq lebih takut ama manusia daripada ama setan  tidak pernah ada setan kemanusiaan  tapi kalau manusia kesetanan banyak bahkan seram abis
anger,sudah ribuan penelitian anak bangsa terkait penanggulangan sampah  tapi sangat jarang diterapkan  bagi bagi proyek jangan terlalu serakahlah  baiknya masa depan kan untuk anak  cucu dan kemanakan kita juga   
fear,   tapi emang jadi keeengganan untuk memulai interaksi yang baru ataupun kembali berinteraksi dengan yang sobat lama  yang baru  nanti takut dia ngecounter semua  yang lama  takutnya udah berubah   jadi counter total dari yang dulu    
fear,asli parno banget kebangun ada bunyi dekat telinga dan ada yang nonjol gitu di balik gorden
love,sebenci bencinya kau terhadap sikap keras dan menyebalkanmu sendiri   saya adalah orang yang rela menukarkan banyak singgahnya hanya untuk cepat cepat bisa rebah di samping tubuhmu lalu memelukmu dan berkata    kamu bisa jadi apa saja   dan saya akan tetap cinta 
anger,lanjut    bankmandiri saya sudah berkali kali hubungi kantor cabang sabang tapi mereka tidak memberi solusi  ini sudah tanggal  juni   tolonglah kami nasabah diberi solusi kami harus bagaimana jangan kalau ditelp lempar sana lempar sini loh ya  tapi tidak ada solusi
sadness,   tidak perlu bang karni  yang perlu di buka sekarang adalah kasus pelanggaran ham seperti penculikan dan pembunuhan mahasiswa di era orde baru 
sadness,   iya kali ya cikk   apalagi ky besok yang mau pemadaman hmm byasanya kan kalau dah mepet tidak ada air ataupun listrik ke kos elu yaaa huhuuu
anger,wow ngeliat masalah mino di sini  jadi awalnya gegara mistranslate  dan yang bikin translate nya dari fandom ono  wkwk not surprised sih  got juga kena mistranslate juga gegara tuh fandom  heran  ikut campur saja masalah fandom org
happy,kuliner yang lagi hitz di yogyakarta  namanya  ceplukan   jaman masih kecil tahun  an suka mencari ceplukan di kebun  setelah hampir  tahun  makan buah ini lagi  viva la ceplukan   
love,hueee sayang guaaa kok jadi melow gini sihhh love u aaahhhh cinta so much aku beruntung sih bisa jumpa sama u my sweetie
love,alhamdulillah sayang    tidak sia ya beberapa bulan ini aku ambekin kalau malesan  aku kejar terus biar cepet kelar saha tidak akan mengkhianati hasil  rite  one step closeri love you cayanggg
